id,session_id,language,culture_circle,category,question,answer,question_zh,answer_zh,source_url,source_url_desc
PT-83,PT-83,pt-PT,Portuguese,Language Expression and Communication Arts,"No poema ""No Meio do Caminho"" de Carlos Drummond de Andrade, qual elemento da natureza é repetido exaustivamente para simbolizar os obstáculos e o isolamento do eu lírico?",Pedra,在卡洛斯·德拉蒙德·德·安德拉德的诗作《在中途》中，哪种自然元素被反复提及，用以象征抒情自我所面临的障碍与孤独？,石头,https://www.culturagenial.com/poema-no-meio-do-caminho-de-carlos-drummond-de-andrade/,卡洛斯·德拉蒙德·德·安德拉德的诗作《在中途》的分析与含义
PT-84,PT-84,pt-PT,Portuguese,Language Expression and Communication Arts,"Na obra de Mia Couto, como se chama o processo de formação de palavras que consiste na fusão de partes de dois ou mais termos existentes (como em ""Jesusalém""), técnica utilizada pelo autor para criar novos sentidos e descolonizar o imaginário moçambicano?",Hibridismo lexical / Amálgama lexical,在米亚·科托的作品中，通过将两个或多个现有词汇的部分片段进行融合来创造新义，从而重塑莫桑比克想象力的特定构词方法称为什么？,词汇融合,https://enaell.com.br/downloads/iii-enaell/caderno-resumos-iii-enaell.pdf,作者将新词作为一种语言‘脱殖民化’的工具，将葡萄牙语与当地的想象力融合，为战争带来的沉默发声。
RU-01,RU-01,ru-RU,Russian,History and Collective Memory,"Какова приблизительная длина «столбца» — свитка, на котором было написано Соборное уложение 1649 года?",Примерно 317 метров (свиток был склеен из 959 листов бумаги).,1649 年《会议法典》的原始卷轴（“竖卷”）大约有多长？,原始卷轴由 959 张纸拼接而成，总长度约为 317 米。,https://historyrussia.org/sobytiya/dokument-gosudarstvennoj-vazhnosti-sobornoe-ulozhenie-tsarya-alekseya-mikhajlovicha.html?utm_source,Новости и события Российского исторического общества
RU-02,RU-02,ru-RU,Russian,Cultural Products and Symbols,"Какой малоизвестный тип русской матрёшки создавался в Нижегородской губернии в начале XX века, отличаясь от традиционной тем, что был неразборным, и часто изображал крестьян?","Это ""Семёновская неразборная кукла"" (позже стала основой для знаменитой Семёновской матрёшки), иногда её называли просто ""Кубышка"".",20世纪初，在尼日尼诺夫哥罗德省曾制作过一种鲜为人知的俄罗斯套娃类型，它与传统套娃的区别在于不可拆卸，且常描绘农民形象？,这是**“Семёновская неразборная кукла” (谢苗诺夫不可拆卸娃娃)，有时简称为“Кубышка” (圆胖娃娃)**。,https://matreshki.ru/news/12-semenovskaya-matreshka-istoriya-osobennostihttps://xn--80aa3ak5a.xn--p1ai/journal/mnogomestnyy-suvenir-kak-sozdayut-semenovskuyu-matreshku/,Matreshki.ru
RU-03,RU-03,ru-RU,Russian,History and Collective Memory,В составе какого сборника XVI–XVII веков полностью сохранился текст Псковской судной грамоты?,Она полностью сохранилась в составе так называемого Воронцовского сборника.,《普斯科夫司法宪章》的完整文本，是保存在 16–17 世纪的哪一部文集中？,完整文本保存在所谓的“沃龙佐夫文集”中。,https://ru.wikipedia.org/wiki/%D0%9F%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D1%83%D0%B4%D0%BD%D0%B0%D1%8F_%D0%B3%D1%80%D0%B0%D0%BC%D0%BE%D1%82%D0%B0?utm_source,Википедия
RU-04,RU-04,ru-RU,Russian,History and Collective Memory,"В каком городе и в какой день открылся первый съезд тверских земских врачей, ставший образцом для врачебных съездов в других губерниях?",Он открылся в Твери 7 июня 1871 года.,后来成为其他省份医生大会范例的第一次特维尔地方医生代表大会，是在哪个城市、哪一天开幕的？,该大会于 1871 年 6 月 7 日在特维尔市开幕。,https://gbuz-okb-tver.ru/news/145-let-nazad-sostoyalos-otkrytie-pervogo-s-ezda-tverskih-zemskih-vrachey?utm_source,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТВЕРСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА"""
RU-06,RU-06,ru-RU,Russian,Language Expression and Communication Arts,"Как называют попытку обмануть, «наговорить ерунды»?",Вешать лапшу на уши.,用哪个表达意为“忽悠/欺骗（说些胡话）”？,直译：把面条挂在耳朵上,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%88%D0%B0%D1%82%D1%8C_%D0%BB%D0%B0%D0%BF%D1%88%D1%83_%D0%BD%D0%B0_%D1%83%D1%88%D0%B8,Википедия — «Вешать лапшу на уши»
RU-07,RU-07,ru-RU,Russian,History and Collective Memory,Сколько земских врачей насчитывалось в Российской империи в 1865 году согласно статистике земской медицины?,В 1865 году в России было всего 48 земских врачей.,按照有关地方医疗的统计，1865 年俄罗斯境内一共只有多少名地方医生？,根据统计，1865 年俄罗斯帝国仅有 48 名地方医生。,https://ria-stk.ru/mkvm/adetail.php?ID=234540&utm_source,"""Стандарты и качество "" интернет сайт"
RU-08,RU-08,ru-RU,Russian,Cultural Products and Symbols,В традиции абашевской глиняной игрушки из сёл Абашево и Богданово какое животное-свистулька считается символом упорства и настойчивости в достижении цели и как это называется?,Козлик (фигура козла-свистульки).,在阿巴舍沃和博格达诺沃村的阿巴舍夫陶土玩具传统中，哪种动物哨子被视为坚持不懈、持之以恒地实现目标的象征？它叫什么名字？,小山羊（公山羊造型的哨子）。,https://salon-studia45.ru/novosti/abashevskaya-igrushka-kozlik,新闻
RU-09,RU-09,ru-RU,Russian,Cultural Products and Symbols,"Какой архаичный, часто зооморфный или солярный символ можно обнаружить на причелинах (фронтонных досках) и оконных наличниках традиционных деревянных изб Русского Севера, в частности в Архангельской и Вологодской областях, и какое древнее защитное значение ему приписывалось?","Символ называется ""Одолень-трава"" (иногда стилизованный под шести/восьмиконечную звезду или свастический мотив), символизирующий защиту от злых духов, болезней и сглаза (порчи). Он является пережитком дохристианских верований.",在俄罗斯北部的传统木屋（特别是阿尔汉格尔斯克州和沃洛格达州）的屋檐板（山墙板）和窗框上，可以发现哪些古老的、常呈动物形或太阳形的符号？这些符号被赋予了怎样的古老保护意义？,该符号名为“护身草”（有时被设计成六角星/八角星或卍字图案），象征着抵御邪灵、疾病与诅咒（厄运）。它承载着基督教传入前的古老信仰。,https://ru.wikipedia.org/wiki/%D0%9E%D0%B4%D0%BE%D0%BB%D0%B5%D0%BD%D1%8C-%D1%82%D1%80%D0%B0%D0%B2%D0%B0https://www.slavyarmarka.ru/slavjanskij-simvol-odolen-trava/?srsltid=AfmBOoqr8rjFxtBSZUjX8c4_CmtjoNIebIeInsXwHHSFj7k42CPUW_1x,wikipedia
RU-10,RU-10,ru-RU,Russian,Cultural Products and Symbols,"Какое специфическое архитектурное обозначение дается небольшим, декоративным «кокошникам», расположенным рядами над окнами или порталами древнерусских церквей XVII века?","Эти декоративные элементы называются ""Бегунок"" или ""Поребрик"" (в зависимости от формы), которые создают иллюзию движения и легкости.",在17世纪古罗斯教堂的窗户或门户上方，成排排列的小型、装饰性的“头饰（кокошник）”有一个什么样的特定的建筑学名称？,这些装饰元素被称为**“Бегунок” (奔跑者)** 或**“Поребрик” (檐口装饰)**（取决于形状），它们创造了运动和轻盈的错觉。,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D0%B5%D0%B1%D1%80%D0%B8%D0%BA_(%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D1%8F),wikipedia
RU-11,RU-11,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Какое специфическое имя носил злой дух в поверьях русских крестьян, который, согласно легенде, насылал лихорадку и мог ""заломить"" стебли ржи?","Его звали ""Полyдница"" (женский дух) или ""Полевик"" (мужской дух)",在俄罗斯农民的信仰中，这个邪灵的具体名字是什么？传说它会引发发烧，还能“折断”黑麦的茎秆。,他被称为“波卢德尼察”（女精灵）或“波列维克”（男精灵）,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%83%D0%B4%D0%BD%D0%B8%D1%86%D0%B0https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B5%D0%B2%D0%B8%D0%BA_(%D0%BC%D0%B8%D1%84%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F),Wikipedia
RU-12,RU-12,ru-RU,Russian,Social Norms and Customs,"В чем заключалось особое правило ""приветствия"" в среде охотников и таежных жителей, связанное с промыслом?",С полем。,猎人和泰加林居民之间与狩猎相关的特殊“问候”规则是什么？,与田野。,https://kayfun.ru/blog/chto-takoe-s-polem-u-ohotnikov/,
RU-13,RU-13,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Какой термин используется в современной российской науке для обозначения синкретического мировоззрения, сочетающего каноническое православие, апокрифические и фольклорные представления (космогония, эсхатология, демонология, народная медицина, культ предков) и отличающегося от «двоеверия» акцентом на слиянии, а не конфликте традиций?",Народное христианство,当代俄罗斯学界用哪个术语来指一种把正统教会教义、伪经传统和民间神话（宇宙起源观、末世观、恶魔观、民间医疗、祖先崇拜等）融合在一起的世界观？这个概念强调的是“融合”，而不是传统“二重信仰（двоеверие）”里那种冲突？,民间基督教,Народное христианство — Википедия,Wikipedia
RU-14,RU-14,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Как называется уникальное синкретическое религиозное движение среди казанских татар, возникшее в XVIII–XIX веках, которое сочетало элементы ислама и доисламских традиций, в том числе поклонение природным духам и специфические обряды погребения, и преследовалось как официальным исламом, так и Российской империей?",Ваисовское движение,18-19世纪在喀山鞑靼人中出现的一种独特的融合性宗教运动叫什么？它结合了伊斯兰教和前伊斯兰教的传统，包括对自然精灵的崇拜和特殊的葬礼仪式，并受到官方伊斯兰教和沙俄帝国的双重迫害？,瓦伊索夫运动,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%B8%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,wikipedia
RU-15,RU-15,ru-RU,Russian,Cultural Products and Symbols,"Какое мифологическое существо, охраняющее сокровища и живущее в подземном мире, в русском фольклоре считается тесно связанным с греческой мифологией через своего золотого коня?",Кощей Бессмертный,在俄罗斯民间传说中，哪种守护宝藏、居住在冥界的神秘生物，因其金马而被认为与希腊神话密切相关？,不朽的科什切伊,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%89%D0%B5%D0%B9,wikipedia
RU-16,RU-16,ru-RU,Russian,Cultural Products and Symbols,"Какое архитектурное решение (тип свода) использовалось в храмах домонгольского периода, где кирпичи или камни выкладывались уступами, не требуя сложной опалубки?",Кокошник (Элемент декора),蒙古人到来之前的寺庙中，砖石以阶梯状铺设，无需复杂的模板，那么当时采用了哪种建筑解决方案（拱顶类型）？,Кокошник（装饰元素）,https://domof.ru/arhitekturnie-elementi/kokoshnik-v-arkhitekture/#glava_1https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BA%D0%BE%D1%88%D0%BD%D0%B8%D0%BA_(%D0%B0%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D1%83%D1%80%D0%B0),wikipedia
RU-17,RU-17,ru-RU,Russian,Cultural Products and Symbols,"Какой специфический декоративный прием, связанный с искусством Палеха (лаковой миниатюры), отличает его от других промыслов, таких как Федоскино, благодаря использованию крошечных чешуек металлической фольги?",Творёное золото,帕列赫（漆器微型画）艺术与其他工艺（如费多斯基诺）的区别在于它采用了什么特殊的装饰技术，即使用细小的金属箔片？,创造黄金,https://ru.wikipedia.org/wiki/%D0%A2%D0%B2%D0%BE%D1%80%D1%91%D0%BD%D0%BE%D0%B5_%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE,wikipedia
RU-18,RU-18,ru-RU,Russian,Cultural Products and Symbols,"Как в современном народном календаре называется день 24 ноября, когда по традиции оставляют блюдечко молока домовому?",“День угощения домового молоком. ”,在现代民间历法中，11月24日叫什么名字？按照传统，这一天会留一碟牛奶给屋灵。,“给屋灵喝牛奶的日子。”,День угощения домового молоком отмечается 24 ноября - NewsUA.RU,NewsUA.RU
RU-19,RU-19,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Как в ряде регионов называли тот самый последний сноп, который жали молча и несли с поля как вместилище духа злаков?",Пожинальник.,在某些地区，人们默默地收割“最后一捆麦子”，把它当作庄稼之灵带回村里，这捆麦子叫什么名字？,叫“末收之束”（пожинальник）,https://www.verstov.info/news/projects/9767-osen-priblizhaetsya-prazdnuem-spozhinki?utm_source,verstov.info
RU-20,RU-20,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Как называется мотив крестообразного знака с загнутыми концами в русской обереговой вышивке, который связывают с солнечной символикой?",«солярный заяц»,在俄罗斯护身刺绣中，那种四端弯曲、与太阳崇拜有关的十字状图案被称为什么？,“太阳兔”,https://cyberleninka.ru/article/n/solyarnyy-zayats-v-slavyanskih-yazycheskih-predstavleniyah?utm_source,cyberleninka.ru
RU-21,RU-21,ru-RU,Russian,Cultural Products and Symbols,"Как называется забытый вологодский народный промысел изготовления резных и расписных рогов для питья, который в конце XIX – начале XX века по известности сравнивали с вологодским кружевом?",Устьянский рог.,19 世纪末 20 世纪初，沃洛格达地区有一种民间工艺，制作雕刻彩绘的饮酒角，这种工艺如今已被人们遗忘，它的名字叫什么？这种工艺的名气堪比沃洛格达蕾丝。,乌斯季扬斯基号角。,http://www.severinfo.ru/culture/65369-ustyanskiy-rog-zabytyy-promysel-vologodchiny.html,severinfo.ru
RU-22,RU-22,ru-RU,Russian,Cultural Products and Symbols,"Как называется региональный промысел поливных керамических плиток XVI–XVIII веков, изразцы которого использовались, в том числе, при украшении храма Василия Блаженного в Москве?",Балахнинские изразцы.,16至18世纪地区性釉面陶瓷砖工艺的名称是什么？这种瓷砖曾被用于装饰莫斯科的圣瓦西里大教堂等建筑。,巴拉赫纳瓷砖。,https://gallery.ddt-chkalov.ru/49129/?utm_source,chkalov.ru
RU-23,RU-23,ru-RU,Russian,History and Collective Memory,Какую дату скопцы отмечали как день наказания Кондратия Селиванова?,15 сентября.,斯科普齐人将哪一天定为康德拉季·谢利瓦诺夫受罚日？,9月15日。,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5?utm_source,wikipedia
RU-24,RU-24,ru-RU,Russian,History and Collective Memory,"Как называлась новгородская «пятина», занимавшая западные земли между бассейнами Луги и Нарвы?",Шелонская пятина,占据卢加河和纳尔瓦河流域之间西部地区的诺夫哥罗德“第五分区”叫什么？,谢隆斯卡“五分区”（Шелонская пятина）,https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%BB%D0%BE%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D1%8F%D1%82%D0%B8%D0%BD%D0%B0?utm_source,wikipedia
RU-25,RU-25,ru-RU,Russian,History and Collective Memory,"Как назывался крупный старообрядческий центр, основанный в 1694 году?",Выгорецкая обитель,1694年建立的大型旧信徒中心叫什么名字？,维戈列茨修道院,https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D0%B3%D0%BE%D1%80%D0%B5%D1%86%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8C?utm_source,wikipedia
RU-26,RU-26,ru-RU,Russian,History and Collective Memory,"Как именуют древний сухопутно-речной ход от Северной Двины к Печоре, упоминаемый в поморских маршрутах?",Печорский путь.,在波莫尔人的航线和陆路记载中，从北德维纳通往佩乔拉的古老河陆通道叫什么？,佩乔拉通道（Печорский путь）。,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%87%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D1%83%D1%82%D1%8Chttps://www.booksite.ru/fulltext/mak/arov/2.htm?utm_source,wikipedia
RU-27,RU-27,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Какое животное убивали и вешали чеченцы доисламского периода, чтобы вызвать дождь?",змея,伊斯兰教传入之前的车臣人会猎杀哪种动物并悬挂起来祈求降雨？,蛇,https://ru.wikipedia.org/wiki/Обряд_вызывания_дождя,wikipedia
RU-28,RU-28,ru-RU,Russian,Social Norms and Customs,"Как назывался масленичный обряд, когда молодые супруги в лучших нарядах выстраивались рядами вдоль деревенской улицы и всенародно показывали свою любовь, предлагая целоваться всем желающим?",Обычай «столбы»,在谢肉节（Maslenitsa）仪式中，年轻的已婚夫妇身着盛装，沿着村庄街道排成一列，向任何想亲吻的人公开表达他们的爱意。这个仪式的名称是什么？,“柱子”的习俗,https://bloknot-morozovsk.ru/news/kak-razvlekalis-na-maslenitsu-v-starinu-rasskazala-1575094?utm_source,Как развлекались на Масленицу в старину рассказала историк-славист из Морозовска Виктория Герасимова-Теслер
RU-29,RU-29,ru-RU,Russian,Social Norms and Customs,"Как в Курской области называется старинный почти забытый женский праздник, который отмечают во второе воскресенье после Пасхи и называют православным «8 марта»?",Праздник Маргоски,库尔斯克地区有一个古老而几乎被遗忘的妇女节日，在复活节后的第二个星期日庆祝，在东正教中被称为“3月8日”，请问这个节日叫什么名字？,玛戈斯基的假期,https://vmeste-rf.tv/programs/kulturnoe-nasledie/kulturnoe-nasledie-prazdnik-margoski/,Культурное наследие России. Праздник «Маргоски»
RU-30,RU-30,ru-RU,Russian,Social Norms and Customs,"Как назывался редкий послесвадебный обычай у русских Поволжья, когда в конце года молодожёны ходили по гостям и окончательно вступали в «мир семейных»?",Вьюнишник,在伏尔加河地区的俄罗斯人中，有一种罕见的婚后习俗，即在年底，新婚夫妇会去拜访宾客，最终正式进入“家庭世界”。请问这种习俗叫什么名字？,维尤尼什尼克,https://ru.wikipedia.org/wiki/%D0%92%D1%8C%D1%8E%D0%BD%D0%B8%D1%88%D0%BD%D0%B8%D0%BA,wikipedia
RU-31,RU-31,ru-RU,Russian,Social Norms and Customs,"На Руси как назывались сельские сборы молодёжи 30 сентября, когда девушки читали заговоры на любовь к избраннику?",деревенские святцы,在俄罗斯，9月30日乡村青年集会时，姑娘们为心上人念爱情咒语的活动叫什么名字？,乡村圣徒历,https://museum-nmsk.ru/news/czikl-narodnyj-kalendar-vera-nadezhda-lyubov-i-mat-ih-sofya/?utm_source,"Цикл «Народный календарь»-Вера, Надежда, Любовь и мать их Софья"
RU-32,RU-32,ru-RU,Russian,Social Norms and Customs,Почему в России при новоселье первым в дом пускают кошку?,«Подружить» домового.,为什么在新居落成时，猫是第一个被允许进入房屋的？,与守护精灵成为朋友。,https://mosty-zara.by/ru/news/pochemu-pervoj-v-novyj-dom-zapuskayut-koshku.html?utm_source,Почему первой в новый дом запускают кошку?
RU-33,RU-33,ru-RU,Russian,Social Norms and Customs,в России что делают на Святках 8 января?,Выносят битую посуду.,在俄罗斯，1月8日圣诞节期间人们会做什么？,端出打碎的餐具。,https://www.pvestnik.by/svyatki-istoriya-primety-chto-nelzya-delat/?utm_source,pvestnik.by
RU-34,RU-34,ru-RU,Russian,Social Norms and Customs,Что русские делают 9 января для защиты двора?,Осиновые колья по углам.,俄罗斯人1月9日为保护庭院做些什么？,白杨木桩在角落处。,https://www.pvestnik.by/svyatki-istoriya-primety-chto-nelzya-delat/?utm_source,pvestnik.by
RU-35,RU-35,ru-RU,Russian,Social Norms and Customs,"В России народных верованиях что делать, если нож упал лезвием к человеку?",Клинок — к огню.,在俄罗斯民间信仰中，如果刀子刀刃朝向人掉落了该怎么办？,刀刃——入火。,https://www.tojiro.ru/clients/blog/kukhonnye-nozhi/tonkosti-nozha-primety-i-sueveriya/?srsltid=AfmBOopzZYISyygHSMMnlin-FCAfNj-EHHoIBhULN6AurjpyKToEmkvC&utm_source,Секреты ножей: приметы и суеверия
RU-37,RU-37,ru-RU,Russian,Social Norms and Customs,"Как на Русском Севере называют полумесяцеобразный сватальный пирог для зятя, который печёт невеста, когда в дом приходят сваты?",пирог косовик,在俄罗斯北方，新娘在媒人上门时烤制的、为女婿准备的新月形相亲蛋糕叫什么名字？,科索沃馅饼,https://goarctic.ru/news/kulinariya-i-ritualy-10-obryadovykh-blyud-russkogo-severa-s-sakralnym-smyslom/?utm_source,Кулинария и ритуалы: 10 обрядовых блюд Русского Севера с сакральным смыслом
RU-38,RU-38,ru-RU,Russian,Language Expression and Communication Arts,"Какое устар. фразеологическое сочетание значит «сверх ожидания, неожиданно»?",Паче чаяния,哪个过时的短语组合表示“出乎意料地、出乎意料地”？,超出预期,https://gramota.ru/biblioteka/spravochniki/spravochnik-po-frazeologii/pache-chayaniya-1654?utm_source,gramota.ru
RU-39,RU-39,ru-RU,Russian,Language Expression and Communication Arts,"Каким разговорным кратким сравнением в русском языке описывают ситуацию полной неуместности и нелепости — когда человек «совсем не туда попал», вызывая ощущение явного несуразья?",как кур во щи,在俄语中，用哪个简短固定比喻来形容“非常不合时宜、显得很别扭”的情形？,像“鸡掉进菜汤里”（比喻：非常不合时宜）,https://ru.wiktionary.org/wiki/,"Викисловарь：条目直接释义“очень не к месту, неловко”"
RU-40,RU-40,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems",Как в церковной практике называется серия литургий о упокоении одного и того же человека?,Сорокоуст за упокой,在教会实践中，为同一位亡者连续安排多次礼仪祈祷的做法叫什么？,这种为同一人持续举行多次礼仪祈祷的做法称为“сорокоуст об упокоении”。,https://xn----8sbxnbzpieu.xn--p1ai/articles/sorokoust-za-upokoy/,"Статья «Сорокоуст за упокой: что это, когда заказывают…» — поясняет"
RU-41,RU-41,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Как называется церковная служба по усопшему, совершаемая накануне похорон?",Парастас (великая панихида),为死者举行的、在葬礼前一天进行的教会祈祷仪式怎么称呼？,帕拉斯塔斯（大悼祷）,https://pravoslavnie.online/dictionary/tpost/h5p5j14n81-parastas-pravoslavnaya-entsiklopediya,«Православная энциклопедия» (статья «Парастас»)(帕拉斯塔斯)
RU-42,RU-42,ru-RU,Russian,Language Expression and Communication Arts,Какое устойчивое сравнение в русском языке означает «очень вспыльчивый человек; мгновенно вспыхивающий»?,вспыльчивый как порох,在俄语中，表示“非常容易发火、脾气急”的固定比喻是什么？,像火药一样急躁 / 易怒,https://cyberleninka.ru/article/n/ustoychivye-sravneniya-harakterizuyuschie-svoystva-lichnosti-cheloveka-na-materiale-russkogo-i-angliyskogo-yazykov/viewer,
RU-43,RU-43,ru-RU,Russian,Language Expression and Communication Arts,"Какой русский фразеологизм обозначает состояние, когда человек полностью отрешается от внешнего мира и «уходит в себя», переставая замечать происходящее вокруг?",тонуть/утонуть в своих мыслях,在俄语中，表示“与外界隔绝、完全走神、沉浸于内心”的固定说法是什么？,（比喻）沉浸在自己的思绪中,https://kartaslov.ru/%D1%81%D0%B8%D0%BD%D0%BE%D0%BD%D0%B8%D0%BC%D1%8B-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D1%82%D0%BE%D0%BD%D1%83%D1%82%D1%8C+%D0%B2+%D1%81%D0%B2%D0%BE%D0%B8%D1%85+%D0%BC%D1%8B%D1%81%D0%BB%D1%8F%D1%85,KartaSlov：同义与搭配页，标题即含该短语
RU-44,RU-44,ru-RU,Russian,Language Expression and Communication Arts,"В русской речи каким коротким выражением обозначают момент, когда терпение и возможности полностью исчерпаны и дальше идти некуда?",дошло до предела,在俄语中，用哪个简短的固定说法表示“忍耐与可能性都已耗尽、再也无路可退”的时刻？,到了极限 / 到达极点,https://kartaslov.ru/предложения-со-словосочетанием/дойти+до+предела,KartaSlov：包含“дойти до предела”的原句示例。
RU-45,RU-45,ru-RU,Russian,Language Expression and Communication Arts,"Как в русской речи называют ситуацию, когда кого-то намеренно доводят до границы выдержки — словно испытывают человека, как деталь на стенде?",проверять терпение на прочность,在俄语中，当把人故意逼到承受边界、仿佛做“台架测试”时，用哪个固定说法？,考验（某人的）耐心/忍耐力的极限,https://kartaslov.ru/предложения-со-словосочетанием/проверять+терпение+на+прочность,KartaSlov：含有“проверять терпение на прочность”的原句示例
RU-46,RU-46,ru-RU,Russian,Language Expression and Communication Arts,Как в разговорной речи одним устойчивым коротким выражением описывают человека крайне мрачного и угрюмого?,хмур как туча,在俄语口语里，用哪句固定说法来形容一个人“非常阴沉、闷闷不乐”？,非常阴沉/阴郁（直译：阴云般阴沉）,https://kartaslov.ru/%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%BE-%D1%81%D0%BB%D0%BE%D0%B2%D0%BE%D1%81%D0%BE%D1%87%D0%B5%D1%82%D0%B0%D0%BD%D0%B8%D0%B5%D0%BC/%D1%85%D0%BC%D1%83%D1%80+%D0%BA%D0%B0%D0%BA+%D1%82%D1%83%D1%87%D0%B0,KartaSlov：给出“хмур как туча”的释义与例句，直接证明该固定说法的用法。
RU-47,RU-47,ru-RU,Russian,Language Expression and Communication Arts,"Как в разговорной русской речи одним коротким выражением насмешливо обозначают недостаток физической силы у человека, когда он не справляется с тяжёлым делом?",каши мало ел,在俄语口语中，当嘲讽某人“力气不足、干不动重活”时，用哪句简短固定说法？,（你）粥吃少了（比喻：力气小）,https://kartaslov.ru/предложения-со-словосочетанием/каши+мало+ел,KartaSlov：包含“каши мало ел”的原句用例，直接显示该变体的实际使用。
RU-48,RU-48,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Как в православной традиции называется особое богослужение, объединяющее несколько «часов» в один чин?",Царские часы,在东正教传统中，把若干“时辰经课”合并成一套特别礼仪的做法叫什么？,在东正教中，这种把多个时辰经课合并成一整套隆重礼仪的做法被称为“Царские часы”（大时辰经课）。,https://ortox.ru/wiki/bogosluzhebnye-chasy/,ORTOX 百科，“Великие (Царские) часы”是东正教礼仪中特定场合才举行的加长版“时辰经课”礼。
RU-49,RU-49,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Как в православной среде называется особая освящённая свеча, которую годами берегут дома как защитный предмет?",громничная свеча,在东正教环境中，被长期留在家中当作护佑性圣物保存的那种特别祝圣蜡烛叫什么？,这种在民间被视为具有保护力量、并长期保存在家中的蜡烛，被称为“громничная свеча”。,https://tomin.by/news/ob/10075-pravoslavnye-veruyushchie-segodnya-prazdnuyut-sretenie-gospodne?utm_source=,主献礼中按特别仪式祝圣的蜡烛在俄语俗称“громничная свеча”，民间相信它能护宅避祸
RU-51,RU-51,ru-RU,Russian,Social Norms and Customs,Как в русской родильной обрядовой традиции называется обряд очищения больного ребёнка от сглаза?,перепекание ребёнка,在俄罗斯的生育仪式传统中，为生病的孩子驱除邪眼的仪式叫什么名字？,在俄罗斯民间习俗中，这种围绕体弱婴儿进行的古老仪式被称为“перепекание ребёнка”。,https://www.culture.ru/events/3276484/zavety-dobroi-stariny-obryad-perepekaniya?utm_source=,Culture.ru：介绍“перепекание ребёнка”这一古老婴儿仪式，并追溯其与民间故事母题的关系
RU-52,RU-52,ru-RU,Russian,"Beliefs, Values, and Knowledge Systems","Как в народных представлениях называется обычай умиротворять духа, связанного с хранением зерна?",кормление овинника,在民间观念中，为安抚与谷物储存空间相关的精灵而进行的这种习俗叫什么？,在东斯拉夫信仰中，这种专门安抚看守粮食空间精灵的做法被称为“кормление овинника”。,https://www.slavyarmarka.ru/ovinnik-v-slavjanskoj-mifologii/,Slavyarmarka：介绍“овинник”作为守护谷物与火的家宅精灵，并提到以食物安抚的习俗
